date,symbol,year,quarter,net_income,total_assets,source,book_value
31-03-2016,ELGIEQUIP,2016,FY,51,1106,screener_html,546
31-03-2017,ELGIEQUIP,2017,FY,74,1108,screener_html,607
31-03-2018,ELGIEQUIP,2018,FY,95,1253,screener_html,689
31-03-2019,ELGIEQUIP,2019,FY,103,1375,screener_html,771
31-03-2020,ELGIEQUIP,2020,FY,43,1551,screener_html,769
31-03-2021,ELGIEQUIP,2021,FY,102,1765,screener_html,870
31-03-2022,ELGIEQUIP,2022,FY,178,1959,screener_html,1033
31-03-2023,ELGIEQUIP,2023,FY,371,2479,screener_html,1371
31-03-2024,ELGIEQUIP,2024,FY,312,2807,screener_html,1612
31-03-2025,ELGIEQUIP,2025,FY,350,3177,screener_html,2008
31-03-2014,EMAMILTD,2014,FY,402,1302,screener_html,932
31-03-2015,EMAMILTD,2015,FY,485,1676,screener_html,1231
31-03-2016,EMAMILTD,2016,FY,363,2692,screener_html,1612
31-03-2017,EMAMILTD,2017,FY,340,2603,screener_html,1755
31-03-2018,EMAMILTD,2018,FY,306,2798,screener_html,2014
31-03-2019,EMAMILTD,2019,FY,303,2819,screener_html,2076
31-03-2020,EMAMILTD,2020,FY,302,2678,screener_html,1823
31-03-2021,EMAMILTD,2021,FY,455,2520,screener_html,1762
31-03-2022,EMAMILTD,2022,FY,837,3050,screener_html,2076
31-03-2023,EMAMILTD,2023,FY,627,3096,screener_html,2303
31-03-2024,EMAMILTD,2024,FY,724,3269,screener_html,2447
31-03-2025,EMAMILTD,2025,FY,803,3671,screener_html,2931
31-03-2019,EMCURE,2019,FY,209,5577,screener_html,1835
31-03-2020,EMCURE,2020,FY,101,5960,screener_html,1912
31-03-2021,EMCURE,2021,FY,419,6768,screener_html,2273
31-03-2022,EMCURE,2022,FY,703,6021,screener_html,1988
31-03-2023,EMCURE,2023,FY,562,6634,screener_html,2501
31-03-2024,EMCURE,2024,FY,528,7709,screener_html,2952
31-03-2025,EMCURE,2025,FY,707,8122,screener_html,4446
31-03-2026,EMCURE,2026,FY,941,9612,screener_html,4950
31-03-2014,ENDURANCE,2014,FY,205,2515,screener_html,979
31-03-2015,ENDURANCE,2015,FY,254,2784,screener_html,1142
31-03-2016,ENDURANCE,2016,FY,300,3281,screener_html,1450
31-03-2017,ENDURANCE,2017,FY,330,3510,screener_html,1730
31-03-2018,ENDURANCE,2018,FY,391,4340,screener_html,2173
31-03-2019,ENDURANCE,2019,FY,495,4770,screener_html,2565
31-03-2020,ENDURANCE,2020,FY,566,5062,screener_html,3006
31-03-2021,ENDURANCE,2021,FY,520,5747,screener_html,3562
31-03-2022,ENDURANCE,2022,FY,461,5857,screener_html,3920
31-03-2023,ENDURANCE,2023,FY,480,6802,screener_html,4412
31-03-2024,ENDURANCE,2024,FY,680,7871,screener_html,4978
31-03-2025,ENDURANCE,2025,FY,836,10652,screener_html,6258
31-03-2014,ENGINERSIN,2014,FY,483,3817,screener_html,2521
31-03-2015,ENGINERSIN,2015,FY,313,3988,screener_html,2631
31-03-2016,ENGINERSIN,2016,FY,278,4164,screener_html,2821
31-03-2017,ENGINERSIN,2017,FY,330,4396,screener_html,2845
31-03-2018,ENGINERSIN,2018,FY,383,4514,screener_html,2341
31-03-2019,ENGINERSIN,2019,FY,368,4761,screener_html,2345
31-03-2020,ENGINERSIN,2020,FY,424,5096,screener_html,2406
31-03-2021,ENGINERSIN,2021,FY,249,4441,screener_html,1751
31-03-2022,ENGINERSIN,2022,FY,140,4177,screener_html,1770
31-03-2023,ENGINERSIN,2023,FY,346,4388,screener_html,1961
31-03-2024,ENGINERSIN,2024,FY,445,4733,screener_html,2246
31-03-2025,ENGINERSIN,2025,FY,580,5457,screener_html,2705
31-03-2025,ENRIN,2025,FY,409,9545,screener_html,4381
31-03-2014,ERIS,2014,FY,71,271,screener_html,176.14
31-03-2015,ERIS,2015,FY,89,357,screener_html,266.14
31-03-2016,ERIS,2016,FY,135,397,screener_html,299.14
31-03-2017,ERIS,2017,FY,247,692,screener_html,567
31-03-2018,ERIS,2018,FY,295,1408,screener_html,862
31-03-2019,ERIS,2019,FY,291,1502,screener_html,1151
31-03-2020,ERIS,2020,FY,297,1502,screener_html,1297
31-03-2021,ERIS,2021,FY,355,1785,screener_html,1577
31-03-2022,ERIS,2022,FY,406,2226,screener_html,1909
31-03-2023,ERIS,2023,FY,374,3410,screener_html,2196
31-03-2024,ERIS,2024,FY,397,6734,screener_html,2587
31-03-2025,ERIS,2025,FY,375,7160,screener_html,3092
31-03-2015,ESCORTS,2015,FY,76,3550,screener_html,1830
31-03-2016,ESCORTS,2016,FY,70,2968,screener_html,1467
31-03-2017,ESCORTS,2017,FY,131,3199,screener_html,1621
31-03-2018,ESCORTS,2018,FY,347,3973,screener_html,2216
31-03-2019,ESCORTS,2019,FY,478,4707,screener_html,2674
31-03-2020,ESCORTS,2020,FY,472,5014,screener_html,3118
31-03-2021,ESCORTS,2021,FY,872,6878,screener_html,5026
31-03-2022,ESCORTS,2022,FY,736,9108,screener_html,7600
31-03-2023,ESCORTS,2023,FY,637,10085,screener_html,8187
31-03-2024,ESCORTS,2024,FY,1077,12400,screener_html,9388
31-03-2025,ESCORTS,2025,FY,1265,13095,screener_html,10367
31-03-2026,ESCORTS,2026,FY,2394,15799,screener_html,12373
31-03-2018,ETERNAL,2018,FY,-107,1374,screener_html,1036.03
31-03-2019,ETERNAL,2019,FY,-1010,3413,screener_html,2356.03
31-03-2020,ETERNAL,2020,FY,-2386,2900,screener_html,457.03
31-03-2021,ETERNAL,2021,FY,-816,8704,screener_html,7644
31-03-2022,ETERNAL,2022,FY,-1222,17327,screener_html,16505
31-03-2023,ETERNAL,2023,FY,-971,21599,screener_html,19460
31-03-2024,ETERNAL,2024,FY,351,23356,screener_html,20413
31-03-2025,ETERNAL,2025,FY,527,35623,screener_html,30317
31-03-2026,ETERNAL,2026,FY,366,40736,screener_html,30980
31-03-2015,EXIDEIND,2015,FY,616,13887,screener_html,3841
31-03-2016,EXIDEIND,2016,FY,700,15370,screener_html,4390
31-03-2017,EXIDEIND,2017,FY,804,17765,screener_html,5032
31-03-2018,EXIDEIND,2018,FY,694,19815,screener_html,5429
31-03-2019,EXIDEIND,2019,FY,847,22431,screener_html,6107
31-03-2020,EXIDEIND,2020,FY,762,24213,screener_html,6467
31-03-2021,EXIDEIND,2021,FY,803,28406,screener_html,7272
31-03-2022,EXIDEIND,2022,FY,4357,13902,screener_html,10584
31-03-2023,EXIDEIND,2023,FY,823,14760,screener_html,11132
31-03-2024,EXIDEIND,2024,FY,883,18149,screener_html,12886
31-03-2025,EXIDEIND,2025,FY,800,21390,screener_html,13913
31-03-2026,EXIDEIND,2026,FY,860,21220,screener_html,13905
31-03-2015,FACT,2015,FY,-373,1718,screener_html,-852
31-03-2016,FACT,2016,FY,-459,1720,screener_html,-1310
31-03-2017,FACT,2017,FY,-263,1605,screener_html,-1512
31-03-2018,FACT,2018,FY,-129,1854,screener_html,-1639
31-03-2019,FACT,2019,FY,163,2348,screener_html,-1472
31-03-2020,FACT,2020,FY,976,2646,screener_html,-491
31-03-2021,FACT,2021,FY,350,3399,screener_html,-180
31-03-2022,FACT,2022,FY,346,4775,screener_html,662
31-03-2023,FACT,2023,FY,613,5494,screener_html,1274
31-03-2024,FACT,2024,FY,128,5850,screener_html,1358
31-03-2025,FACT,2025,FY,41,6677,screener_html,1375
31-03-2015,FEDERALBNK,2015,FY,1058,82909,screener_html,7700
31-03-2016,FEDERALBNK,2016,FY,486,94706,screener_html,8064
31-03-2017,FEDERALBNK,2017,FY,867,115486,screener_html,8952
31-03-2018,FEDERALBNK,2018,FY,935,139214,screener_html,12274
31-03-2019,FEDERALBNK,2019,FY,1318,160552,screener_html,13498
31-03-2020,FEDERALBNK,2020,FY,1590,183353,screener_html,14823
31-03-2021,FEDERALBNK,2021,FY,1680,204967,screener_html,16504
31-03-2022,FEDERALBNK,2022,FY,1996,226241,screener_html,19256
31-03-2023,FEDERALBNK,2023,FY,3210,268004,screener_html,22122
31-03-2024,FEDERALBNK,2024,FY,3964,317839,screener_html,30105
31-03-2025,FEDERALBNK,2025,FY,4234,360244,screener_html,34538
31-03-2026,FEDERALBNK,2026,FY,4491,402081,screener_html,40043
31-03-2016,FINCABLES,2016,FY,329,2099,screener_html,1776
31-03-2017,FINCABLES,2017,FY,400,2440,screener_html,2141
31-03-2018,FINCABLES,2018,FY,330,2784,screener_html,2429
31-03-2019,FINCABLES,2019,FY,407,3154,screener_html,2737
31-03-2020,FINCABLES,2020,FY,391,3407,screener_html,3004
31-03-2021,FINCABLES,2021,FY,461,3886,screener_html,3415
31-03-2022,FINCABLES,2022,FY,599,4494,screener_html,3922
31-03-2023,FINCABLES,2023,FY,504,4980,screener_html,4371
31-03-2024,FINCABLES,2024,FY,652,5635,screener_html,4946
31-03-2025,FINCABLES,2025,FY,701,6657,screener_html,5703
31-03-2018,FIRSTCRY,2018,FY,-55,666,screener_html,-1088
31-03-2019,FIRSTCRY,2019,FY,-933,1678,screener_html,1521
31-03-2020,FIRSTCRY,2020,FY,-191,2758,screener_html,2382
31-03-2021,FIRSTCRY,2021,FY,216,4073,screener_html,3394
31-03-2022,FIRSTCRY,2022,FY,-79,6084,screener_html,3492
31-03-2023,FIRSTCRY,2023,FY,-486,6957,screener_html,3449
31-03-2024,FIRSTCRY,2024,FY,-322,7321,screener_html,3163
31-03-2025,FIRSTCRY,2025,FY,-265,9072,screener_html,4767
31-03-2015,FIVESTAR,2015,FY,10,165,screener_html,71
31-03-2016,FIVESTAR,2016,FY,14,225,screener_html,92
31-03-2017,FIVESTAR,2017,FY,20,694,screener_html,225
31-03-2018,FIVESTAR,2018,FY,53,1152,screener_html,592
31-03-2019,FIVESTAR,2019,FY,157,2350,screener_html,1365
31-03-2018,FLUOROCHEM,2018,FY,240,9753,screener_html,4767
31-03-2019,FLUOROCHEM,2019,FY,1246,4919,screener_html,3510
31-03-2020,FLUOROCHEM,2020,FY,189,6067,screener_html,3716
31-03-2021,FLUOROCHEM,2021,FY,-222,5969,screener_html,3493
31-03-2022,FLUOROCHEM,2022,FY,776,6878,screener_html,4255
31-03-2023,FLUOROCHEM,2023,FY,1323,8371,screener_html,5521
31-03-2024,FLUOROCHEM,2024,FY,435,9233,screener_html,5936
31-03-2025,FLUOROCHEM,2025,FY,546,10618,screener_html,7617
31-03-2015,FORCEMOT,2015,FY,102,1975,screener_html,1319
31-03-2016,FORCEMOT,2016,FY,179,2305,screener_html,1489
31-03-2017,FORCEMOT,2017,FY,180,2604,screener_html,1667
31-03-2018,FORCEMOT,2018,FY,147,2523,screener_html,1801
31-03-2019,FORCEMOT,2019,FY,143,2836,screener_html,1933
31-03-2020,FORCEMOT,2020,FY,50,3098,screener_html,1965
31-03-2021,FORCEMOT,2021,FY,-124,3238,screener_html,1838
31-03-2022,FORCEMOT,2022,FY,-91,3661,screener_html,1748
31-03-2023,FORCEMOT,2023,FY,134,4013,screener_html,1875
31-03-2024,FORCEMOT,2024,FY,388,4415,screener_html,2255
31-03-2025,FORCEMOT,2025,FY,801,5134,screener_html,3033
31-03-2026,FORCEMOT,2026,FY,1212,6538,screener_html,4194
31-03-2014,FORTIS,2014,FY,-218,7851,screener_html,4283
31-03-2015,FORTIS,2015,FY,-130,7592,screener_html,4048
31-03-2016,FORTIS,2016,FY,42,7232,screener_html,4461
31-03-2017,FORTIS,2017,FY,479,9588,screener_html,5144
31-03-2018,FORTIS,2018,FY,-934,8479,screener_html,4062
31-03-2019,FORTIS,2019,FY,-224,11486,screener_html,6601
31-03-2020,FORTIS,2020,FY,91,11036,screener_html,6661
31-03-2021,FORTIS,2021,FY,-56,10866,screener_html,6120
31-03-2022,FORTIS,2022,FY,790,11516,screener_html,6178
31-03-2023,FORTIS,2023,FY,633,12089,screener_html,7242
31-03-2024,FORTIS,2024,FY,645,12971,screener_html,7663
31-03-2025,FORTIS,2025,FY,809,15013,screener_html,9429
31-03-2015,FSL,2015,FY,234,3427,screener_html,2088
31-03-2016,FSL,2016,FY,261,2954,screener_html,1777
31-03-2017,FSL,2017,FY,279,3309,screener_html,2028
31-03-2018,FSL,2018,FY,327,3371,screener_html,2352
31-03-2019,FSL,2019,FY,378,3630,screener_html,2721
31-03-2020,FSL,2020,FY,340,4514,screener_html,2766
31-03-2021,FSL,2021,FY,362,4783,screener_html,2799
31-03-2022,FSL,2022,FY,537,5613,screener_html,3033
31-03-2023,FSL,2023,FY,514,5545,screener_html,3367
31-03-2024,FSL,2024,FY,515,5929,screener_html,3700
31-03-2025,FSL,2025,FY,594,7758,screener_html,4098
31-03-2026,FSL,2026,FY,674,9320,screener_html,4385
31-03-2024,GABRIEL,2024,FY,179,1779,screener_html,1002
31-03-2025,GABRIEL,2025,FY,245,2258,screener_html,1277
31-03-2014,GAIL,2014,FY,4786,66865,screener_html,32456
31-03-2015,GAIL,2015,FY,3160,69669,screener_html,34022
31-03-2016,GAIL,2016,FY,1874,59063,screener_html,36403
31-03-2017,GAIL,2017,FY,3374,58291,screener_html,39305
31-03-2018,GAIL,2018,FY,4805,61353,screener_html,41679
31-03-2019,GAIL,2019,FY,6553,68426,screener_html,46004
31-03-2020,GAIL,2020,FY,9515,74934,screener_html,49268
31-03-2021,GAIL,2021,FY,6143,81030,screener_html,53182
31-03-2022,GAIL,2022,FY,12304,96584,screener_html,64114
31-03-2023,GAIL,2023,FY,5596,107805,screener_html,64927
31-03-2024,GAIL,2024,FY,9903,124735,screener_html,76997
31-03-2025,GAIL,2025,FY,12463,136472,screener_html,88141
31-03-2015,GALLANTT,2015,FY,34,424,screener_html,281
31-03-2016,GALLANTT,2016,FY,46,492,screener_html,370
31-03-2017,GALLANTT,2017,FY,38,527,screener_html,421
31-03-2018,GALLANTT,2018,FY,63,683,screener_html,533
31-03-2019,GALLANTT,2019,FY,104,718,screener_html,635
31-03-2020,GALLANTT,2020,FY,22,832,screener_html,655
31-03-2021,GALLANTT,2021,FY,81,930,screener_html,737
31-03-2022,GALLANTT,2022,FY,176,2689,screener_html,2083
31-03-2023,GALLANTT,2023,FY,141,2949,screener_html,2225
31-03-2024,GALLANTT,2024,FY,225,3136,screener_html,2450
31-03-2025,GALLANTT,2025,FY,401,3548,screener_html,2842
31-03-2026,GALLANTT,2026,FY,484,4270,screener_html,3316
31-03-2014,GESHIP,2014,FY,574,14377,screener_html,6773
31-03-2015,GESHIP,2015,FY,748,15535,screener_html,7431
31-03-2016,GESHIP,2016,FY,1097,13933,screener_html,6564
31-03-2017,GESHIP,2017,FY,755,15402,screener_html,7224
31-03-2018,GESHIP,2018,FY,-210,14664,screener_html,6928
31-03-2019,GESHIP,2019,FY,-21,14370,screener_html,6810
31-03-2020,GESHIP,2020,FY,207,13833,screener_html,6796
31-03-2021,GESHIP,2021,FY,919,14145,screener_html,7704
31-03-2022,GESHIP,2022,FY,630,13969,screener_html,8052
31-03-2023,GESHIP,2023,FY,2575,15209,screener_html,10276
31-03-2024,GESHIP,2024,FY,2614,16808,screener_html,12398
31-03-2025,GESHIP,2025,FY,2344,17743,screener_html,15225
31-03-2014,GICRE,2014,FY,2433,63995,screener_html,34186
31-03-2015,GICRE,2015,FY,2891,74916,screener_html,44172
31-03-2016,GICRE,2016,FY,2823,76103,screener_html,41875
31-03-2017,GICRE,2017,FY,3672,97314,screener_html,20183
31-03-2018,GICRE,2018,FY,3146,112484,screener_html,24155
31-03-2019,GICRE,2019,FY,2758,122209,screener_html,25492
31-03-2020,GICRE,2020,FY,-186,120581,screener_html,23944
31-03-2021,GICRE,2021,FY,1992,140265,screener_html,32463
31-03-2022,GICRE,2022,FY,2386,151841,screener_html,36008
31-03-2023,GICRE,2023,FY,6907,162731,screener_html,45185
31-03-2024,GICRE,2024,FY,6686,184452,screener_html,55256
31-03-2025,GICRE,2025,FY,7432,204923,screener_html,67607
31-03-2014,GILLETTE,2014,FY,51,1054,screener_html,644
31-03-2015,GILLETTE,2015,FY,158,1210,screener_html,743
31-03-2016,GILLETTE,2016,FY,214,1424,screener_html,937
31-03-2017,GILLETTE,2017,FY,253,998,screener_html,501
31-03-2018,GILLETTE,2018,FY,229,1209,screener_html,695
31-03-2019,GILLETTE,2019,FY,253,1210,screener_html,779
31-03-2020,GILLETTE,2020,FY,230,1352,screener_html,912
31-03-2021,GILLETTE,2021,FY,310,1395,screener_html,789
31-03-2022,GILLETTE,2022,FY,289,1619,screener_html,862
31-03-2023,GILLETTE,2023,FY,356,1916,screener_html,989
31-03-2024,GILLETTE,2024,FY,412,1831,screener_html,972
31-03-2025,GILLETTE,2025,FY,418,2149,screener_html,1163
31-03-2020,GLAND,2020,FY,773,4086,screener_html,3647
31-03-2021,GLAND,2021,FY,997,6496,screener_html,5903
31-03-2022,GLAND,2022,FY,1212,7834,screener_html,7157
31-03-2023,GLAND,2023,FY,781,8778,screener_html,7958
31-03-2024,GLAND,2024,FY,772,10611,screener_html,8723
31-03-2025,GLAND,2025,FY,699,11800,screener_html,9562
31-03-2013,GLAXO,2013,FY,482,3130,screener_html,1990
31-03-2015,GLAXO,2015,FY,476,3216,screener_html,1829
31-03-2016,GLAXO,2016,FY,376,3055,screener_html,2184
31-03-2017,GLAXO,2017,FY,337,3004,screener_html,2007
31-03-2018,GLAXO,2018,FY,351,3947,screener_html,2058
31-03-2019,GLAXO,2019,FY,445,3911,screener_html,2139
31-03-2020,GLAXO,2020,FY,93,3136,screener_html,1820
31-03-2021,GLAXO,2021,FY,358,3115,screener_html,1478
31-03-2022,GLAXO,2022,FY,1695,4633,screener_html,2663
31-03-2023,GLAXO,2023,FY,611,3327,screener_html,1741
31-03-2024,GLAXO,2024,FY,590,3557,screener_html,1777
31-03-2025,GLAXO,2025,FY,928,3665,screener_html,1707
31-03-2014,GLENMARK,2014,FY,546,8427,screener_html,2983
31-03-2015,GLENMARK,2015,FY,209,8309,screener_html,1783
31-03-2016,GLENMARK,2016,FY,743,10193,screener_html,3629
31-03-2017,GLENMARK,2017,FY,1109,11764,screener_html,4492
31-03-2018,GLENMARK,2018,FY,804,12595,screener_html,5163
31-03-2019,GLENMARK,2019,FY,925,13289,screener_html,5605
31-03-2020,GLENMARK,2020,FY,776,14668,screener_html,6070
31-03-2021,GLENMARK,2021,FY,970,15575,screener_html,7064
31-03-2022,GLENMARK,2022,FY,994,17052,screener_html,9086
31-03-2023,GLENMARK,2023,FY,377,19371,screener_html,9474
31-03-2024,GLENMARK,2024,FY,-1434,14358,screener_html,7848
31-03-2025,GLENMARK,2025,FY,1047,19002,screener_html,9582
31-03-2014,GMDCLTD,2014,FY,439,3953,screener_html,2863
31-03-2015,GMDCLTD,2015,FY,501,4966,screener_html,3244
31-03-2016,GMDCLTD,2016,FY,219,4709,screener_html,3697
31-03-2017,GMDCLTD,2017,FY,325,5121,screener_html,4001
31-03-2018,GMDCLTD,2018,FY,347,5395,screener_html,4352
31-03-2019,GMDCLTD,2019,FY,220,5211,screener_html,4318
31-03-2020,GMDCLTD,2020,FY,146,5063,screener_html,4096
31-03-2021,GMDCLTD,2021,FY,-36,4973,screener_html,4067
31-03-2022,GMDCLTD,2022,FY,446,5886,screener_html,4822
31-03-2023,GMDCLTD,2023,FY,1204,6953,screener_html,5786
31-03-2024,GMDCLTD,2024,FY,597,7369,screener_html,6100
31-03-2025,GMDCLTD,2025,FY,686,8269,screener_html,6723
31-03-2014,GMRAIRPORT,2014,FY,108,65097,screener_html,6484
31-03-2015,GMRAIRPORT,2015,FY,-2972,66794,screener_html,5773
31-03-2016,GMRAIRPORT,2016,FY,-2749,59143,screener_html,4991
31-03-2017,GMRAIRPORT,2017,FY,-347,36852,screener_html,5343
31-03-2018,GMRAIRPORT,2018,FY,-1115,37898,screener_html,3446
31-03-2019,GMRAIRPORT,2019,FY,-3356,40075,screener_html,-453
31-03-2020,GMRAIRPORT,2020,FY,-2202,46302,screener_html,-2458
31-03-2021,GMRAIRPORT,2021,FY,-3428,49843,screener_html,-1718
31-03-2022,GMRAIRPORT,2022,FY,-1131,37087,screener_html,-817
31-03-2023,GMRAIRPORT,2023,FY,-840,43921,screener_html,-792
31-03-2024,GMRAIRPORT,2024,FY,-828,48489,screener_html,-2164
31-03-2025,GMRAIRPORT,2025,FY,-817,52090,screener_html,-2733
31-03-2014,GODFRYPHLP,2014,FY,175,1941,screener_html,1184
31-03-2015,GODFRYPHLP,2015,FY,183,2073,screener_html,1312
31-03-2016,GODFRYPHLP,2016,FY,170,2159,screener_html,1576
31-03-2017,GODFRYPHLP,2017,FY,137,2208,screener_html,1660
31-03-2018,GODFRYPHLP,2018,FY,159,2465,screener_html,1793
31-03-2019,GODFRYPHLP,2019,FY,260,2866,screener_html,2038
31-03-2020,GODFRYPHLP,2020,FY,385,3295,screener_html,2187
31-03-2021,GODFRYPHLP,2021,FY,376,3732,screener_html,2582
31-03-2022,GODFRYPHLP,2022,FY,438,4102,screener_html,2927
31-03-2023,GODFRYPHLP,2023,FY,690,4968,screener_html,3548
31-03-2024,GODFRYPHLP,2024,FY,884,5843,screener_html,4232
31-03-2025,GODFRYPHLP,2025,FY,1072,8102,screener_html,5826
31-03-2021,GODIGIT,2021,FY,-123,6004,screener_html,1227
31-03-2022,GODIGIT,2022,FY,-296,10048,screener_html,1978
31-03-2023,GODIGIT,2023,FY,36,13490,screener_html,2439
31-03-2024,GODIGIT,2024,FY,182,16958,screener_html,2719
31-03-2025,GODIGIT,2025,FY,425,21461,screener_html,4314
31-03-2026,GODIGIT,2026,FY,544,24952,screener_html,4662
31-03-2015,GODREJCP,2015,FY,976,9125,screener_html,4311
31-03-2016,GODREJCP,2016,FY,831,9679,screener_html,4267
31-03-2017,GODREJCP,2017,FY,1308,12940,screener_html,5302
31-03-2018,GODREJCP,2018,FY,1634,13864,screener_html,6258
31-03-2019,GODREJCP,2019,FY,2342,14094,screener_html,7267
31-03-2020,GODREJCP,2020,FY,1497,14880,screener_html,7898
31-03-2021,GODREJCP,2021,FY,1721,14244,screener_html,9439
31-03-2022,GODREJCP,2022,FY,1783,16082,screener_html,11556
31-03-2023,GODREJCP,2023,FY,1702,17437,screener_html,13794
31-03-2024,GODREJCP,2024,FY,-561,18392,screener_html,12598
31-03-2025,GODREJCP,2025,FY,1852,19298,screener_html,11999
31-03-2026,GODREJCP,2026,FY,1861,21334,screener_html,12653
31-03-2014,GODREJIND,2014,FY,469,11208,screener_html,2734
31-03-2015,GODREJIND,2015,FY,589,13504,screener_html,3228
31-03-2016,GODREJIND,2016,FY,323,14133,screener_html,3002
31-03-2017,GODREJIND,2017,FY,459,14991,screener_html,3196
31-03-2018,GODREJIND,2018,FY,484,16753,screener_html,3335
31-03-2019,GODREJIND,2019,FY,864,17993,screener_html,4347
31-03-2020,GODREJIND,2020,FY,812,20207,screener_html,5789
31-03-2021,GODREJIND,2021,FY,391,28781,screener_html,7554
31-03-2022,GODREJIND,2022,FY,992,33835,screener_html,7127
31-03-2023,GODREJIND,2023,FY,1421,43744,screener_html,7985
31-03-2024,GODREJIND,2024,FY,595,61329,screener_html,8002
31-03-2025,GODREJIND,2025,FY,1858,109588,screener_html,10400
31-03-2015,GODREJPROP,2015,FY,236,7363,screener_html,1847
31-03-2016,GODREJPROP,2016,FY,160,6578,screener_html,1765
31-03-2017,GODREJPROP,2017,FY,207,7181,screener_html,2004
31-03-2018,GODREJPROP,2018,FY,87,8271,screener_html,1210
31-03-2019,GODREJPROP,2019,FY,253,8092,screener_html,2469
31-03-2020,GODREJPROP,2020,FY,274,10106,screener_html,4804
31-03-2021,GODREJPROP,2021,FY,-189,16247,screener_html,8320
31-03-2022,GODREJPROP,2022,FY,351,17804,screener_html,8675
31-03-2023,GODREJPROP,2023,FY,621,23105,screener_html,9264
31-03-2024,GODREJPROP,2024,FY,747,35735,screener_html,9992
31-03-2025,GODREJPROP,2025,FY,1389,55450,screener_html,17313
31-03-2026,GODREJPROP,2026,FY,1841,81894,screener_html,19156
31-03-2014,GPIL,2014,FY,69,3514,screener_html,864
31-03-2015,GPIL,2015,FY,71,3748,screener_html,925
31-03-2016,GPIL,2016,FY,-100,3415,screener_html,795
31-03-2017,GPIL,2017,FY,-74,3253,screener_html,697
31-03-2018,GPIL,2018,FY,215,3452,screener_html,923
31-03-2019,GPIL,2019,FY,261,3511,screener_html,1169
31-03-2020,GPIL,2020,FY,177,3482,screener_html,1378
31-03-2021,GPIL,2021,FY,655,3474,screener_html,2035
31-03-2022,GPIL,2022,FY,1467,4890,screener_html,3312
31-03-2023,GPIL,2023,FY,793,5159,screener_html,3906
31-03-2024,GPIL,2024,FY,936,5545,screener_html,4496
31-03-2025,GPIL,2025,FY,813,6257,screener_html,5231
31-03-2015,GRANULES,2015,FY,91,1203,screener_html,431
31-03-2016,GRANULES,2016,FY,123,1563,screener_html,662
31-03-2017,GRANULES,2017,FY,165,1879,screener_html,904
31-03-2018,GRANULES,2018,FY,133,2670,screener_html,1304
31-03-2019,GRANULES,2019,FY,236,2979,screener_html,1529
31-03-2020,GRANULES,2020,FY,335,3223,screener_html,1843
31-03-2021,GRANULES,2021,FY,549,3713,screener_html,2174
31-03-2022,GRANULES,2022,FY,413,4512,screener_html,2587
31-03-2023,GRANULES,2023,FY,517,4903,screener_html,2835
31-03-2024,GRANULES,2024,FY,405,5498,screener_html,3225
31-03-2025,GRANULES,2025,FY,502,6221,screener_html,3715
31-03-2026,GRANULES,2026,FY,595,7720,screener_html,5085
31-03-2014,GRAPHITE,2014,FY,130,2796,screener_html,1759
31-03-2015,GRAPHITE,2015,FY,58,2595,screener_html,1746
